recipient_uei,IHE,recipient_name,recipient_name_raw,recipient_parent_name,recipient_parent_uei,recipient_city_name,recipient_state_code,prime_award_base_transaction_description,total_obligated_amount,period_of_performance_start_date,period_of_performance_end_date,period_of_performance_potential_end_date,primary_place_of_performance_country_name,generated_unique_award_id,award_type
LZ4PMD8AJ2J7,N,EAST-WEST MANAGEMENT INSTITUTE INC,EAST-WEST MANAGEMENT INSTITUTE INC,NA,NA,NEW YORK,NY,"THIS ACTIVITY AIMS TO ADVANCE THE REALIZATION OF CIVIL AND POLITICAL HUMAN RIGHTS IN UGANDA. THE OBJECTIVES OF THE ACTIVITY ARE; 1. ENHANCE THE CAPACITY AND PROTECTION OF HUMAN RIGHTS CIVIL SOCIETY ORGANIZATIONS (CSOS), HUMAN RIGHTS DEFENDERS (HRDS), AND PRO-DEMOCRACY ACTORS (PDAS), EMPOWER CITIZENS TO KNOW, DEMAND, AND DEFEND THEIR CIVIL AND POLITICAL RIGHTS. 3. ENHANCE ACCOUNTABILITY FOR UPHOLDING NATIONAL AND INTERNATIONAL HUMAN RIGHTS COMMITMENTS.",5546372,5/1/24,4/30/29,NA,UGANDA,ASST_NON_72061724CA00003_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,DURHAM,NC,"THIS ACTIVITY AIMS TO REDUCE LEAKAGES AND LOSS OF PUBLIC RESOURCES, IMPROVE SERVICE DELIVERY, AND CITIZENS AND COMMUNITIES ARE SUPPORTED TO CHALLENGE CORRUPTION AND DEMAND ACCOUNTABILITY.",2805517,7/19/24,7/18/28,NA,UGANDA,ASST_NON_72061724CA00005_7200,COOPERATIVE AGREEMENT (B)
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,JSI RESEARCH & TRAINING INSTITUTE INC,NA,NA,BOSTON,MA,THE PURPOSE OF THIS ACTIVITY IS TO PARTNER WITH THE GOVERNMENT OF UGANDA TO SUPPORT AN EDUCATION SYSTEM THAT ENABLES ALL CHILDREN AND YOUTH TO ACQUIRE THE EDUCATION AND SKILLS NEEDED TO BE PRODUCTIVE MEMBERS OF SOCIETY AND PROMOTE STABILITY.,8260724,10/10/24,10/9/29,NA,UGANDA,"ASST_NON_72061724CA00009""_7200",COOPERATIVE AGREEMENT (B)
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,JSI RESEARCH & TRAINING INSTITUTE INC,NA,NA,BOSTON,MA,THE PURPOSE OF THIS ACTIVITY IS TO PARTNER WITH THE GOVERNMENT OF UGANDA TO SUPPORT AN EDUCATION SYSTEM THAT ENABLES ALL CHILDREN AND YOUTH TO ACQUIRE THE EDUCATION AND SKILLS NEEDED TO BE PRODUCTIVE MEMBERS OF SOCIETY AND PROMOTE STABILITY.,8260724,10/10/24,10/9/29,NA,UGANDA,ASST_NON_72061724CA00009_7200,COOPERATIVE AGREEMENT (B)
WLQGLEFN5LL7,N,INTERNATIONAL INSTITUTE OF TROPICAL AGRICULTURE,INTERNATIONAL INSTITUTE OF TROPICAL AGRICULTURE,NA,NA,NA,NA,GRANT AWARD FOR THE IMPLEMENTATION OF FEED-THE-FUTURE NIGERIA INTEGRATED AGRICULTURE,15903562,7/19/19,12/31/26,NA,NIGERIA,ASST_NON_72062018IO00002_7200,"OTHER REIMBURSABLE, CONTINGENT, INTANGIBLE, OR INDIRECT FINANCIAL ASSISTANCE"
VDS1HPNCNMN5,N,INSTITUTE OF HUMAN VIROLOGY NIG LTDGTE,INSTITUTE OF HUMAN VIROLOGY,NA,NA,NA,NA,"FIVE YEAR COOPERATIVE AGREEMENT TO IMPLEMENT COMPREHENSIVE TB CASE FINDING, CARE AND TREATMENT IN NIGERIA, REGION 3",23180000,3/18/20,3/17/25,NA,NIGERIA,ASST_NON_72062020CA00008_7200,COOPERATIVE AGREEMENT (B)
FCF3T2JYJNB3,N,THE REGISTERED TRUSTEES OF THE IFAKARA HEALTH INSTITUTE,IFAKARA HEALTH INSTITUTE,NA,NA,NA,NA,"THE TANZANIA MALARIA SURVEILLANCE ACTIVITY (TMSA) SUPPORTS THE GOVERNMENT OF TANZANIA (GOT) IN REDUCING MALARIA BURDEN AND IN MOVING TOWARDS MALARIA ELIMINATION, WITH 5 RESULT AREAS OR OBJECTIVES:    • RESULT 1: CASE MANAGEMENT AND MIP SERVICES IMPROVED  • RESULT 2: IMPROVED ABILITY OF INDIVIDUALS TO PRACTICE POSITIVE HEALTHY BEHAVIORS    • RESULT 3: ENABLING ENVIRONMENT ENHANCED   • RESULT 4: DRUG EFFICACY MONITORING IS IMPROVED   • RESULT 5: MALARIA PROGRAM EVALUATION AND/OR OPERATIONS RESEARCH",10764324,8/5/22,8/4/27,NA,TANZANIA,ASST_NON_72062122CA00007_7200,COOPERATIVE AGREEMENT (B)
JAZ6NFNWJ2R3,N,JANE GOODALL INSTITUTE TANZANIA,JANE GOODALL INSTITUTE TANZANIA,NA,NA,NA,NA,"STRENGTHEN THE CAPACITY OF LOCAL SYSTEMS (GOVERNMENT, VILLAGES, AND STAKEHOLDERS) TO CONSERVE BIODIVERSITY AND SUSTAINABLY MANAGE NATURAL RESOURCES, AND INCREASE THE RESILIENCE OF ECOSYSTEMS AND COMMUNITIES TO CLIMATE RISK, WITH AN EMPHASIS ON MARGINALIZED WOMEN AND YOUTH IN WESTERN TANZANIA.",15693673,8/9/23,8/8/28,NA,TANZANIA,ASST_NON_72062123CA00004_7200,COOPERATIVE AGREEMENT (B)
THAWVXJB9SW5,N,INSTITUTE OF TEACHER EDUCATION AND DEVELOPMENT,INSTITUTE OF TEACHER EDUCATION AND DEVELOPMENT,NA,NA,NA,NA,INSTITUTE OF TEACHER EDUCATION AND DEVELOPMENT-TRANSFORMING INTO A MEMBERSHIP-BASED ORGANIZATION TO IMPACT EDUCATORS AND MARGINALIZED YOUTH ACROSS WEST AFRICA,1046140,7/1/22,6/30/27,NA,GHANA,ASST_NON_72062422FA00003_7200,PROJECT GRANT (B)
VU4MGPPBJLL4,N,INTERNATIONAL CROPS RESEARCH INSTITUTE FOR THE SEMI-ARID TROPICS,INTERNATIONAL CROPS RESEARCH INSTITUTE FOR THE SEMI-ARID TROPICS,NA,NA,NA,NA,"THE SERVIR WA 2 ACTIVITY GOAL IS TO INCREASE THE ABILITY OF LOCAL, NATIONAL, AND REGIONAL INSTITUTIONS TO APPLY   GEOSPATIAL TECHNOLOGIES AND ANALYSIS TO IMPROVE DECISION MAKING AND MANAGEMENT OF RESOURCES TO IMPROVE THE   RESILIENCE OF COUNTRIES IN THE REGION, MITIGATE THE IMPACTS OF CLIMATE CHANGE, AND ENSURE APPROPRIATE LAND USE TO   REDUCE GREENHOUSE GAS EMISSIONS.",5782929,3/15/22,3/14/27,NA,GHANA,ASST_NON_72062422IO00002_7200,"OTHER REIMBURSABLE, CONTINGENT, INTANGIBLE, OR INDIRECT FINANCIAL ASSISTANCE"
GN36K2UPR245,N,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,NA,WASHINGTON,DC,"THE COMMUNITY RESILIENCE THROUGH DIALOGUE AND ART (CORDIAL) ACTIVITY IS TO ENCOURAGE RECONCILIATION IN AREAS AFFECTED BY VIOLENCE DURING THE 2020 PRESIDENTIAL ELECTIONS, PREVENTING FURTHER POLITICAL VIOLENCE DURING THE 2023 AND 2025 ELECTORAL CYCLES IN CDI. THIS PROJECT IS BASED ON USAID PEOPLE-TO-PEOPLE RECONCILIATION APPROACH. THE ACTIVITY WILL PARTNER WITH PEACE AND MONITORING COMMITTEES AND WOMEN'S ASSOCIATIONS TO CONDUCT ARTISTIC AND CULTURAL INITIATIVES THAT WILL PREPARE COMMUNITIES TO ENGAGE IN INTRA- AND INTER-GROUP DIALOGUE TO FOSTER PEACE AND REBUILD FRACTURED RELATIONSHIPS.   NDI WILL REINFORCE NEW AND EXISTING LOCAL CONFLICT RESOLUTIONS MECHANISMS TO REDUCE, MITIGATE, AND RESOLVE INTERGROUP CONFLICTS AND GRIEVANCES IDENTIFIED IN THESE DIALOGUES.",3400000,2/22/23,2/19/27,NA,CÔTE D’IVOIRE,ASST_NON_72062423CA00005_7200,COOPERATIVE AGREEMENT (B)
K9M1UN336SL7,N,INSTITUTE FOR GOVERNANCE REFORM,INSTITUTE FOR GOVERNANCE REFORM,NA,NA,NA,NA,"THE OVERARCHING PURPOSE OF THIS ACTIVITY IS TO STRENGTHEN THE SOCIAL CONTRACT BETWEEN LOCAL GOVERNMENTS AND CITIZENS IN SIERRA LEONE BY BRINGING TO SCALE EXISTING PROGRAMS AND INITIATIVES THAT FOSTER INCREASED ACCOUNTABILITY OF LOCAL-LEVEL DECISION-MAKERS TO CITIZENS ON ISSUES OF IMPORTANCE TO THE COMMUNITY. THE OBJECTIVES OF THIS ACTIVITY ARE TO 1) INCREASE CITIZENS' PARTICIPATION IN LOCAL GOVERNMENT AND POLITICAL PROCESSES, AND 2) BOLSTER THE PROVISION OF CRITICAL SERVICES BY LOCAL GOVERNANCE INSTITUTIONS THROUGH PROCESSES THAT ARE TRANSPARENT AND ACCOUNTABLE TO CITIZENS.",2500000,6/15/23,6/30/26,NA,SIERRA LEONE,ASST_NON_72063623FA00003_7200,PROJECT GRANT (B)
LGKGE3J9EYP1,N,NOGUCHI MEMORIAL INSTITUTE FOR MEDICAL RESEARCH,NOGUCHI MEMORIAL INSTITUTE FOR MEDICAL RESEARCH,NA,NA,NA,NA,THE PURPOSE OF THE MONITORING & SURVEILLANCE DATA FOR EFFECTIVE MALARIA CONTROL ACTIVITY IS TO IMPLEMENT TWO ACTIVITIES TO SUPPORT THE COUNTRY OF GHANA'S MALARIA CONTROL EFFORTS. THE ACTIVITIES PROPOSED IN THE COOPERATIVE AGREEMENT SUPPORT MALARIA MONITORING UNDER TWO BROAD COMPONENTS: COMPONENT 1: THERAPEUTIC EFFICACY STUDIES (TES) IN GHANA AND COMPONENT 2: ENTOMOLOGICAL MONITORING.,830849,8/2/23,8/1/28,NA,GHANA,ASST_NON_72064123CA00007_7200,COOPERATIVE AGREEMENT (B)
JAJDAANS2CM3,N,GOTEBORGS UNIVERSITET,GOTEBORGS UNIVERSITET,NA,NA,NA,NA,LOCAL WORKS-ROAD TRAFFIC INJURIES (RTIS) IN ANGOLA,800000,1/13/25,1/12/30,NA,ANGOLA,ASST_NON_72065425FA00001_7200,PROJECT GRANT (B)
ZCU1S2KNFHD7,N,INTERNATIONAL INSTITUTE OF RURAL RECONSTRUCTION,INTERNATIONAL INSTITUTE OF RURAL RECONSTRUCTION,INTERNATIONAL INSTITUTE OF RURAL RECONSTRUCTION,ZCU1S2KNFHD7,NEW YORK,NY,IODIVERSITY IN THE LOWER OMO VALLEY (BIOM),3500000,5/16/22,5/15/27,NA,ETHIOPIA,ASST_NON_72066322CA00004_7200,COOPERATIVE AGREEMENT (B)
EHDTY2BUNVM3,N,BAHIR DAR UNIVERSITY,BAHIR DAR UNIVERSITY,NA,NA,NA,NA,USAID RESPONSE LEADERSHIP,3538691,7/27/22,7/26/27,NA,ETHIOPIA,ASST_NON_72066322CA00006_7200,COOPERATIVE AGREEMENT (B)
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,JSI RESEARCH & TRAINING INC,NA,NA,BOSTON,MA,"THE PURPOSE OF THE USAID/ETHIOPIA QUALITY HEALTHCARE ACTIVITY IS TO BUILD THE CAPACITY OF URBAN AND PERI-URBAN PHCUS AND REFERRAL HEALTH FACILITIES IN PLANNING AND DELIVERING CLIENT-CENTERED, QUALITY RMNCAH SERVICES.",29285141,5/1/23,4/30/28,NA,ETHIOPIA,ASST_NON_72066323CA00004_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,USAID DISASTER RISK MANAGEMENT (DRM) ACTIVITY,13138947,6/3/24,6/2/29,NA,ETHIOPIA,ASST_NON_72066324CA00007_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"PRIMARY EDUCATION IN CRISIS ACTIVITY (PECA) TO BE NAMED ""STRENGTHENING PRIMARY EDUCATION RESILIENCE   (SPER) POST AWARD.",2500322,1/15/25,1/14/30,NA,ETHIOPIA,ASST_NON_72066325CA00001_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,THE PURPOSE OF THIS ACTIVITY IS TO INCREASE ECONOMIC DEVELOPMENT AND FOOD SECURITY IN LIBERIA.,10762321,1/31/23,1/30/28,NA,LIBERIA,ASST_NON_72066923CA00003_7200,COOPERATIVE AGREEMENT (B)
KCSWDT8A1NH3,N,ANOVA HEALTH INSTITUTE,ANOVA HEALTH INSTITUTE,ANOVA HEALTH INSTITUTE,KCSWDT8A1NH3,NA,NA,"""ACCELERATING PROGRAM ACHIEVEMENTS TO CONTROL THE EPIDEMIC (APACE) ACTIVITY IN SOUTH AFRICA"" WHICH AIMS TO ACCELERATE THE HIV RESPONSE IN GAUTENG PROVINCE (JOHANNESBURG AND SEDIBENG DISTRICTS) AND IN LIMPOPO PROVINCE (CAPRICORN AND MOPANI DISTRICTS).",430976415,8/8/18,12/31/25,NA,SOUTH AFRICA,ASST_NON_72067418CA00023_7200,COOPERATIVE AGREEMENT (B)
KSTFCDZL61L6,N,COMMERCIAL TRANSPORT ACADEMY CTA (PTY) LTD,COMMERCIAL TRANSPORT ACADEMY CTA (PTY) LTD,NA,NA,NA,NA,"THIS ACTIVITY WILL INCREASE THE NUMBER OF FEMALE COMMERCIAL DRIVERS, AND ASSIST IN ADVANCING THEM IN THE TRANSPORTATION SECTOR IN SOUTH AFRICA, WHILE ADVANCING THE OBJECTIVES OF THE WHITE HOUSE'S WOMEN'S GLOBAL DEVELOPMENT AND PROSPERITY (W-GDP) INITIATIVE. THE OVERALL GOAL OF THE W-GDP INITIATIVE IS TO PROMOTE WOMEN'S ECONOMIC EMPOWERMENT.",3000000,3/29/21,9/28/25,NA,SOUTH AFRICA,ASST_NON_72067421FA00010_7200,PROJECT GRANT (B)
R6RDXD1QAEL1,N,THE AURUM INSTITUTE NPC,THE AURUM INSTITUTE,NA,NA,NA,NA,ACCELERATE TB ELIMINATION AND PROGRAM RESILIENCE ACTIVITY-HIGH BURDEN AREAS (ACCELERATE 1),11166800,9/1/23,8/31/28,NA,SOUTH AFRICA,ASST_NON_72067423CA00003_7200,COOPERATIVE AGREEMENT (B)
KCSWDT8A1NH3,N,ANOVA HEALTH INSTITUTE,ANOVA HEALTH INSTITUTE,ANOVA HEALTH INSTITUTE,KCSWDT8A1NH3,NA,NA,"THE PURPOSE OF THIS ACTIVITY WILL BE TO CLOSE THE GAPS TO HIV EPIDEMIC CONTROL; SUSTAIN HEALTH GAINS THROUGH   STRENGTHENED, IMPROVED, AND RESILIENT HEALTH SYSTEMS; AND LEVERAGE COMMUNITY, CIVIL SOCIETY, AND PRIVATE SECTOR   PARTNERSHIPS TO IMPROVE AND SUSTAIN SERVICE DELIVERY AND CLIENT OUTCOMES IN LIMPOPO PROVINCE.",19794050,10/15/23,10/14/28,NA,SOUTH AFRICA,ASST_NON_72067423CA00005_7200,COOPERATIVE AGREEMENT (B)
U1UQBKCQ6M75,N,MATERNAL ADOLESCENT AND CHILD HEALTH INSTITUTE,MATERNAL ADOLESCENT AND CHILD HEALTH INSTITUTE,NA,NA,NA,NA,ACHIEVING AND SUSTAINING HIV/TB EPIDEMIC CONTROL IN THE EASTERN CAPE PROVINCE - INTEGRATED SERVICE DELIVERY   RESPONSE,18259725,10/15/23,10/14/28,NA,SOUTH AFRICA,ASST_NON_72067423CA00006_7200,COOPERATIVE AGREEMENT (B)
U1UQBKCQ6M75,N,MATERNAL ADOLESCENT AND CHILD HEALTH INSTITUTE,MATERNAL ADOLESCENT AND CHILD HEALTH INSTITUTE,NA,NA,NA,NA,ACHIEVING AND SUSTAINING HIV/TB EPIDEMIC CONTROL IN THE KWAZULU-NATAL PROVINCE,13100794,11/15/23,11/14/28,NA,SOUTH AFRICA,ASST_NON_72067424CA00002_7200,COOPERATIVE AGREEMENT (B)
HAX1NAHWYUM3,N,TONY BLAIR INSTITUTE,TONY BLAIR INSTITUTE,NA,NA,NA,NA,"THE GOAL OF THE PROGRAM IS TO CONTRIBUTE TO ACHIEVING POWER AFRICA'S GOAL OF ADVANCING SUB-SAHARAN AFRICAN DEVELOPMENT THROUGH UNIVERSAL ACCESS TO CLEAN ENERGY.   THE OBJECTIVE OF THE PROGRAM IS TO ADVISE SENIOR GOVERNMENT LEADERS ON STRATEGY, POLICY, AND DELIVERY TO STRENGTHEN THE ENABLING ENVIRONMENT AND GOVERNMENT LEADERSHIP TO END ENERGY POVERTY, ADVANCE A CARBON-FREE FUTURE AND BOLSTER INVESTMENT AND INNOVATION.  THE ANTICIPATED OUTCOMES FOR THE POWER AFRICA GOVERNMENT LEADERSHIP PROGRAM (PAGLP), TO BE ACHIEVED BY GOVERNMENT LEADERS WITH CONTRIBUTIONS BY THE PROGRAM, ARE THE FOLLOWING:  1. STRATEGIES AND PLANS DEVELOPED AND ADOPTED TO ADVANCE POWER SECTOR DEVELOPMENT.  2. NATIONAL OR REGIONAL, POLICIES, REGULATIONS, OR STANDARDS FORMALLY PROPOSED AND ADOPTED TO ACCELERATE UNIVERSAL AND EQUITABLE ACCESS TO CLEAN ENERGY.  3. ENHANCED COMPETITIVE PROCUREMENTS DELIVERED FOR NEW POWER GENERATION, TRANSMISSION AND/OR DISTRIBUTION CAPACITY;  4. INVESTMENT FLOWS INCREASED INTO REGIONAL AND NATIONAL POWER SECTORS; AND  5. STRATEGIES AND PLANS COHERENTLY DELIVERED BY POWER SECTOR GOVERNMENT DEPARTMENTS AND AGENCIES.",2350000,6/17/24,6/16/29,NA,SOUTH AFRICA,ASST_NON_72067424CA00007_7200,COOPERATIVE AGREEMENT (B)
SRHKRXWMGLK5,N,NATIONAL INSTITUTE COMMUNITY DEVELOPMENT AND MANAGEMENT,NATIONAL INSTITUTE COMMUNITY DEVELOPMENT AND MANAGEMENT,NA,NA,NA,NA,"CHILDREN, ADOLESCENTS AND FAMILIES IN THE HIV EPIDEMIC (CAFHE) IN THE FREE STATE",365253,11/25/24,11/24/29,NA,SOUTH AFRICA,ASST_NON_72067424CA00013_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,GUINEA LOCAL HEALTH SYSTEMS STRENGTHENING (GLHSS) ACTIVITY WILL CONTRIBUTE TO SELF-RELIANCE AND SUSTAINABILITY BY BUILDING THE CAPACITY AND COMMITMENT OF COMMUNITY HEALTH COMMITTEES TO COLLABORATE PRODUCTIVELY WITH THEIR STRENGTHENED LOCAL PUBLIC HEALTH FACILITIES. ENGENDERING GREATER TRUST OF LOCAL COMMUNITIES IN THE PUBLIC HEALTH SYSTEM WOULD RESULT IN STRONGER PARTICIPATION IN THE MANAGEMENT AND GOVERNANCE OF THE HEALTH SECTOR.  INCREASED CAPACITY AND COMMITMENT OF COMMUNITY MEMBERS AND HEALTH FACILITY STAFF WOULD SUSTAIN GLHSS GAINS BEYOND THE LIFE OF THE ACTIVITY.,35877431,12/16/22,12/15/27,NA,GUINEA,ASST_NON_72067523CA00001_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"IDH WILL SUPPORT THE IMPLEMENTATION OF COMPREHENSIVE HEALTH PLANS AT THE DISTRICT LEVEL THAT ADDRESS THE KEY DRIVERS OF MALARIA, MATERNAL, NEONATAL, AND CHILD MORBIDITY AND MORTALITY IN FIVE PRIORITY REGIONS OF SENEGAL TO IMPROVE THE HEALTH STATUS OF THE TARGET POPULATIONS.  THE ACTIVITY COMBINES TECHNICAL ASSISTANCE FOR SERVICE DELIVERY AND UNIVERSAL HEALTH COVERAGE, SOCIAL AND BEHAVIOR CHANGE, SUBGRANT FUNDING AND HEALTH SYSTEMS STRENGTHENING INTO ONE MECHANISM.",52026789,9/28/21,9/25/26,NA,SENEGAL,ASST_NON_72068521CA00006_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,IGF::CL::IGF USAID/RENFORCEMENT DE LA LITTÉRATIE AU SENEGAL (RELIS). TO IMPROVE STUDENTS' READING OUTCOMES IN KINDERGARTEN (KG) THROUGH SECOND GRADES IN NINE REGIONS OF SENEGAL.,37674324,12/6/21,1/4/27,NA,SENEGAL,ASST_NON_72068522CA00001_7200,COOPERATIVE AGREEMENT (B)
PLSSXKLHE615,N,NATURAL RESOURCE GOVERNANCE INSTITUTE,NATURAL RESOURCE GOVERNANCE INSTITUTE,NA,NA,NEW YORK,NY,"THE GOAL OF THIS FOUR-YEAR ACTIVITY (TRANSPARENCY AND ACCOUNTABILITY IN THE EXTRACTIVE SECTOR) IS TO INCREASE TRANSPARENCY AND ACCOUNTABILITY MECHANISMS IN THE MINING, OIL AND GAS SECTORS FOR BETTER REVENUE MANAGEMENT AND DISTRIBUTION.",8414736,9/1/22,8/31/26,NA,SENEGAL,ASST_NON_72068522CA00006_7200,COOPERATIVE AGREEMENT (B)
GN36K2UPR245,N,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS,GN36K2UPR245,WASHINGTON,DC,"EMPOWERING MALIANS THROUGH ELECTION, REFORM, AND GOVERNANCE EFFORTS PROGRAM (EMERGE)",20469999,1/15/18,5/31/25,NA,MALI,ASST_NON_72068818CA00001_7200,COOPERATIVE AGREEMENT (B)
V6AUVN1WLN98,N,"UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC",V6AUVN1WLN98,CHEVY CHASE,MD,MALI HOUSEHOLD AND COMMUNITY HEALTH ACTIVITY,61249102,8/3/20,12/31/26,NA,MALI,ASST_NON_72068820CA00002_7200,COOPERATIVE AGREEMENT (B)
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,THE PURPOSE OF THIS AWARD IS TO PROVIDE ASSISTANCE FOR IMPLEMENTING THE AGRICULTURAL PRODUCTION COMPONENT OF THE MALI GLOBAL FOOD SECURITY STRATEGY FOR A SUSTAINABLE INTENSIFICATION OF TARGET VALUE CHAINS IN THE SIKASSO REGION.,20300164,1/14/21,1/13/26,NA,MALI,ASST_NON_72068821CA00004_7200,COOPERATIVE AGREEMENT (B)
K4Y7NMTJM6D3,N,"UNIVERSITE DES SCIENCES, DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO (USTTB)","UNIVERSITE DES SCIENCES, DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO (USTTB)",NA,NA,NA,NA,"THE PURPOSE OF THIS ACTIVITY IS TO AWARD A COOPERATIVE AGREEMENT TO A LOCAL ORGANIZATION TO CONDUCT ENTOMOLOGICAL SURVEILLANCE, INSECTICIDE-TREATED BED NET (ITNS) DURABILITY MONITORING (DM) AND ROUTINE MONITORING OF ANTIMALARIAL DRUG EFFICACY AND DETECTION OF RESISTANCE ACTIVITIES.",400000,11/18/24,11/16/29,NA,MALI,ASST_NON_72068825CA00001_7200,COOPERATIVE AGREEMENT (B)
RML5G5BKKMU6,N,INTERNATIONAL LIVESTOCK RESEARCH INSTITUTE,INTERNATIONAL LIVESTOCK RESEARCH INSTITUTE,NA,NA,NA,NA,"THE PROGRAM GOAL IS TO BOTH ASSESS THE IMPACT AND COST-EFFECTIVENESS OF LIVESTOCK VACCINATION CONDUCTED IN RESPONSE TO HUMANITARIAN CRISES IN WEST, EAST AND SOUTHERN AFRICA AND TO CONDUCT AN EVALUATION OF PARTICIPATORY DISEASE SURVEILLANCE IN MONGOLIA.",744522,10/1/22,7/31/25,NA,MONGOLIA,ASST_NON_720BHA22IO00221_7200,"OTHER REIMBURSABLE, CONTINGENT, INTANGIBLE, OR INDIRECT FINANCIAL ASSISTANCE"
NJH3YBU1VHB7,N,PUBLIC HEALTH INSTITUTE,PUBLIC HEALTH INSTITUTE,PUBLIC HEALTH INSTITUTE,NJH3YBU1VHB7,OAKLAND,CA,THE PURPOSE OF THIS REQUISITION IS TO AWARD THE MINORITY SERVING INSTITUTE FELLOWSHIP COOPERATIVE AGREEMENT.,14801057,2/15/23,9/30/26,NA,UNITED STATES,ASST_NON_720BHA23CA00007_7200,COOPERATIVE AGREEMENT (B)
MANKSH2HFUN7,N,FRITZ INSTITUTE,FRITZ INSTITUTE,NA,NA,SEBASTOPOL,CA,THIS IS A FIXED AMOUNT AWARD TO SUPPORT THE HUMANITARIAN SUPPLY CHAIN MANAGEMENT: PARTNERSHIP FOR   LOCALIZATION IN WORLDWIDE.,350044,9/1/23,8/31/25,NA,UNITED STATES,ASST_NON_720BHA23FA00013_7200,PROJECT GRANT (B)
KZGWU4FU9UK5,N,NATIONAL UNIVERSITY OF SINGAPORE,NATIONAL UNIVERSITY OF SINGAPORE,NA,NA,NA,NA,THIS ACTION IS A NEW AWARD FOR CAPACITY BUILDING AND TRAINING FOR DISASTER RISK REDUCTION IN TECHNOLOGY PREPAREDNESS IN SOUTHEAST ASIA REGION.,1500000,3/18/24,9/17/25,NA,SINGAPORE,ASST_NON_720BHA24CA00001_7200,COOPERATIVE AGREEMENT (B)
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,JSI RESEARCH & TRAINING INSTITUTE INC,NA,NA,BOSTON,MA,THE PURPOSE OF THIS NEW AWARD IS TO ADDRESS THE CHALLENGES FACED BY INTERNATIONAL AND LOCAL   ORGANIZATIONS IN PHARMACEUTICAL AND MEDICAL COMMODITY SUPPLY CHAINS DURING CRISES REQUIRES EQUIPPING THEM   WITH RESOURCES AND SOLUTIONS.,574975,6/13/24,6/12/26,NA,UNITED STATES,ASST_NON_720BHA24CA00012_7200,COOPERATIVE AGREEMENT (B)
