recipient_uei,IHE,recipient_name,recipient_name_raw,recipient_parent_name,recipient_parent_uei,recipient_city_name,recipient_state_code,prime_award_base_transaction_description,total_obligated_amount,period_of_performance_start_date,period_of_performance_end_date,period_of_performance_potential_end_date,primary_place_of_performance_country_name,generated_unique_award_id,award_type
CFMMM5JM7HJ9,Y,KANSAS STATE UNIVERSITY,KANSAS STATE UNIVERSITY,KANSAS STATE UNIVERSITY,NA,MANHATTAN,KS,"THIS INNOVATION LAB WILL FOCUS ON FIVE CEREAL CROPS (WHEAT, RICE, MAIZE, SORGHUM AND MILLETS) TO  DISCOVER   GENES/MARKERS CONTROLLING ADAPTATION TO CLIMATE RESILIENCE, VALIDATE AND DEPLOY THEM IN ELITE BREEDING MATERIALS.   THE AIM IS TO PROVIDE A PIPELINE OF CLIMATE ADAPTED TRAITS TO BREEDING NETWORKS IN FEED THE FUTURE COUNTRIES THAT   LEADS TO THE DEVELOPMENT OF IMPROVED VARIETIES, INCREASED PRODUCTIVITY AND FOOD SECURITY.",8800115,9/30/23,9/29/28,NA,UNITED STATES,ASST_NON_7200AA23LE00003_7200,PROJECT GRANT (B)
HTQ6K6NJFHA6,Y,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,BOARD OF REGENTS OF UNIVERSITY OF NEBRASKA,LF77GRM3FWG5,LINCOLN,NE,"GENERATE RESEARCH-BASED EVIDENCE TO SUPPORT THE GROWTH OF VIBRANT IRRIGATION AND MECHANIZATION MARKETS, DEVELOP STRONG INSTITUTIONS AND LOCAL CAPACITY FOR THEIR SUSTAINABILITY, AND FOSTER OPPORTUNITIES FOR EQUITABLE ACCESS, ESPECIALLY AMONG POOR AND WOMEN SMALLHOLDER FARMERS.",7667011,9/22/23,9/21/28,NA,UNITED STATES,ASST_NON_7200AA23LE00005_7200,COOPERATIVE AGREEMENT (B)
L54FLKJM2MN4,Y,UNIVERSITY OF TENNESSEE,UNIVERSITY OF TENNESSEE,BOARD OF REGENTS TENNESSEE,JBG7T7RXQ2B7,KNOXVILLE,TN,USAID F2F PROGRAM PROVIDES HIGHLY-QUALIFIED VOLUNTEER TECHNICAL ASSISTANCE IN TARGET COUNTRIES TO ADDRESS   AGRICULTURAL SECTOR CONSTRAINTS AND OPPORTUNITIES.,2503561,10/1/23,9/29/28,NA,UNITED STATES,ASST_NON_7200AA23LE00011_7200,COOPERATIVE AGREEMENT (B)
NTLHJXM55KZ6,Y,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,NA,TEMPE,AZ,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO PROVIDE SUPPORT FOR THE PROGRAM DESCRIBED IN ATTACHMENT   B TO THIS COOPERATIVE AGREEMENT ENTITLED ""PROGRAM DESCRIPTION."" THIS AWARD WILL CONTRIBUTE TO THE GLOBAL   OPEN MAPPING ECOSYSTEM. SPECIFICALLY, THE AWARD WILL INCREASE ACCESS TO GEOSPATIAL DATA RELEVANT TO USAID   AND ITS PARTNER COUNTRIES BY BUILDING THE CAPACITY OF YOUTH TO CREATE AND WORK WITH THIS DATA. PROGRAM   ACTIVITIES WILL SUBSTANTIVELY ENGAGE LOCAL PARTNERS FOCUSED ON POSITIVE YOUTH DEVELOPMENT (PYD) TO CREATE   AND ANALYZE OPEN GEOSPATIAL DATA.",1800000,10/1/24,9/30/29,NA,UNITED STATES,ASST_NON_7200AA24CA00014_7200,COOPERATIVE AGREEMENT (B)
GTNBNWXJ12D5,Y,VANDERBILT UNIVERSITY,VANDERBILT UNIVERSITY,THE VANDERBILT UNIVERSITY,NA,NASHVILLE,TN,DEMOCRACY INDICATORS MONITORING SURVEY,3485000,9/30/24,9/29/29,NA,UNITED STATES,ASST_NON_7200AA24CA00018_7200,COOPERATIVE AGREEMENT (B)
GS3YEVSS12N6,Y,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",NA,NA,BERKELEY,CA,TESTING A BUDGETING INTERVENTION TO ADDRESS SEASONAL HUNGER,550000,8/27/24,8/26/27,NA,MALAWI,ASST_NON_7200AA24FA00010_7200,PROJECT GRANT (B)
GTNBNWXJ12D5,Y,VANDERBILT UNIVERSITY,VANDERBILT UNIVERSITY,THE VANDERBILT UNIVERSITY,NA,NASHVILLE,TN,EXPERIMENTAL EVIDENCE ON PUBLIC-PRIVATE PARTNERSHIPS IN EDUCATION,525000,9/3/24,9/2/27,NA,COLOMBIA,ASST_NON_7200AA24FA00012_7200,PROJECT GRANT (B)
FL6GV84CKN57,Y,YALE UNIV,YALE UNIV,YALE UNIV,FL6GV84CKN57,NEW HAVEN,CT,WISE INDIA: WOMEN'S INITIATIVE FOR SOCIOECONOMIC EMPOWERMENT,1279000,9/3/24,9/2/27,NA,INDIA,ASST_NON_7200AA24FA00016_7200,PROJECT GRANT (B)
C1F5LNUF7W86,Y,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,C1F5LNUF7W86,BOSTON,MA,EVALUATING THE IMPACT OF RAINWATER HARVESTING TECHNOLOGY AT SCALE,950000,9/1/24,8/31/27,NA,NIGER,ASST_NON_7200AA24FA00019_7200,PROJECT GRANT (B)
LN53LCFJFL45,Y,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,NA,NA,CAMBRIDGE,MA,EVALUATING A SOCIAL PROTECTION PROGRAM TO REDUCE POVERTY,1500000,9/10/24,9/9/27,NA,INDONESIA,ASST_NON_7200AA24FA00026_7200,PROJECT GRANT (B)
G56PUALJ3KT5,Y,CORNELL UNIVERSITY,CORNELL UNIVERSITY,CORNELL UNIVERSITY,NA,ITHACA,NY,"THIS FIVE-YEAR ASSOCIATE AWARD USES THE FEED THE FUTURE INNOVATION LAB FOR CROP IMPROVEMENT LEADER AWARD   (LWA) AWARDED TO CORNELL UNIVERSITY. SPECIFICALLY, THE PURPOSE OF THIS ASSOCIATE AWARD IS TO HELP USAID   ACHIEVE FEED THE FUTURE OBJECTIVES BY IMPROVING EXISTING GLOBAL BREEDING EFFICIENCY AND EFFECTIVENESS BY   UPGRADING THE PERFORMANCE OF KEY NATIONAL COFFEE RESEARCH PROGRAMS.",1000000,10/1/24,9/30/29,NA,UNITED STATES,ASST_NON_7200AA24LA00003_7200,COOPERATIVE AGREEMENT (B)
GS3YEVSS12N6,Y,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",NA,NA,BERKELEY,CA,THE OBJECTIVE OF THIS COOPERATIVE AGREEMENT IS TO SUPPORT THE RECIPIENT TO ADDRESS MULTIPLE GAPS WITHIN   USAID AS WELL AS IN THE BROADER EVIDENCE ECOSYSTEM.,5473238,9/13/24,9/12/29,NA,UNITED STATES,ASST_NON_7200AA24LE00002_7200,COOPERATIVE AGREEMENT (B)
XRJSGX384TD6,Y,WASHINGTON STATE UNIVERSITY,WASHINGTON STATE UNIVERSITY,NA,NA,PULLMAN,WA,"THE FEED THE FUTURE INNOVATION LAB FOR VETERINARY VACCINE DELIVERY (VVDIL) WILL SERVE AS A PLATFORM FOR   ACCELERATING THE DEVELOPMENT AND DEPLOYMENT OF VETERINARY VACCINES THAT ARE COLD-CHAIN-INDEPENDENT,   APPROPRIATELY PACKAGED, AND TIME-DELIVERED.",2100000,10/1/24,9/30/29,NA,UNITED STATES,ASST_NON_7200AA24LE00003_7200,COOPERATIVE AGREEMENT (B)
CFMMM5JM7HJ9,Y,KANSAS STATE UNIVERSITY,KANSAS STATE UNIVERSITY,KANSAS STATE UNIVERSITY,NA,MANHATTAN,KS,CRSI IL,3599226,9/30/24,9/29/29,NA,UNITED STATES,ASST_NON_7200AA24LE00004_7200,COOPERATIVE AGREEMENT (B)
FTMTDMBR29C7,Y,THE JOHNS HOPKINS UNIVERSITY,THE JOHNS HOPKINS UNIVERSITY,JOHNS HOPKINS UNIVERSITY,GS4PNKTRNKL3,BALTIMORE,MD,"THE OBJECTIVE OF THE COOPERATIVE AGREEMENT IS TO ADVANCE PROGRESS TOWARDS THE INSTITUTIONALIZATION OF KNOWLEDGE MANAGEMENT (KM) AT GLOBAL AND LOCAL LEVELS THAT IS ACCESSIBLE AND TAILORED TO THE NEEDS OF RELEVANT STAKEHOLDERS AND EQUITABLY ENGAGES MARGINALIZED GROUPS ACROSS FP/RH AND OTHER GLOBAL HEALTH COMMUNITIES. THE ACTIVITY'S PURPOSE IS TO INCREASE IMPACT, REALIZE EFFICIENCIES, AND ACHIEVE BETTER DEVELOPMENT OUTCOMES BY INTEGRATING KM ACTIVITIES AND CAPACITY INTO GLOBAL HEALTH AND DEVELOPMENT PROGRAMS.",2211599,1/16/25,1/15/30,NA,UNITED STATES,ASST_NON_7200AA25CA00002_7200,COOPERATIVE AGREEMENT (B)
Z1H9VJS8NG16,Y,THE UNIVERSITY OF IOWA,"UNIVERSITY OF IOWA, THE",THE UNIVERSITY OF IOWA,Z1H9VJS8NG16,IOWA CITY,IA,"PRIVATE SECTOR PARTNERSHIPS TO STRENGTHEN HIGHER EDUCATION AIMS TO STRENGTHEN PARTNERSHIPS BETWEEN THE PRIVATE SECTOR AND ACADEMIC INSTITUTIONS, AND SUPPORT DEVELOPMENT OF MARKET-ORIENTED AND EXPERIENTIAL LEARNING APPROACHES. TO BE ACHIEVED THROUGH SUSTAINED COLLABORATION BETWEEN THE PRIVATE SECTOR, LOCAL AND UNITED STATES BASED UNIVERSITIES WITH THE GOAL OF MAKING HIGHER EDUCATION MORE RELEVANT AND RESPONSIVE TO KOSOVO'S EVOLVING MARKET NEEDS AS A DEVELOPING DEMOCRATIC COUNTRY.",3999896,1/17/23,1/16/28,NA,KOSOVO,ASST_NON_72016723CA00002_7200,COOPERATIVE AGREEMENT (B)
NTLHJXM55KZ6,Y,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,HX59VKHQH1V7,TEMPE,AZ,THE CENTER OF EXCELLENCE FOR ENERGY (COE/E) ACTIVITY WAS DESIGNED BY USAID TO SUPPORT EGYPT'S ECONOMIC DEVELOPMENT BY ESTABLISHING PARTNERSHIPS FOR HUMAN AND INSTITUTIONAL CAPACITY BUILDING BETWEEN HIGHER EDUCATION INSTITUTIONS IN THE UNITED STATES AND EGYPTIAN PUBLIC UNIVERSITIES.,19529220,11/22/21,11/21/26,NA,EGYPT,ASST_NON_72026322CA00001_7200,COOPERATIVE AGREEMENT (B)
C1F5LNUF7W86,Y,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,WL9FLBRVPJJ7,BOSTON,MA,"EXCLUSIVE BREASTFEEDING IS RANKED AS THE NUMBER ONE PREVENTATIVE CHILD SURVIVAL INTERVENTION WHILE APPROPRIATE AND TIMELY COMPLEMENTARY FEEDING IS RANKED AS NUMBER THREE. GLOBALLY, THE IMPLEMENTATION OF OPTIMAL INFANT AND YOUNG CHILD FEEDING (IYCF) CAN PREVENT UP TO 1.4 MILLION DEATHS ANNUALLY.  MATERNAL BREASTFEEDING AND APPROPRIATE COMPLEMENTARY FEEDING PROVIDE OPTIMAL NUTRITION IN EARLY YEARS OF LIFE AND BENEFIT BOTH THE MOTHER AND THE INFANT LATER IN LIFE.  TO ADDRESS JORDAN¿S NUTRITION CHALLENGES, USAID/JORDAN ANTICIPATES AWARDING TWO COMPANION ACTIVITIES. THE FIRST, COMMUNITY HEALTH AND NUTRITION, IS A FIVE-YEAR COOPERATIVE AGREEMENT TO WORK WITH COMMUNITIES AND HEALTH CARE PROVIDERS TO IMPROVE THE NUTRITIONAL STATUS OF CHILDREN UNDER FIVE AND PREGNANT AND LACTATING WOMEN BY IMPROVING BREASTFEEDING PRACTICES, INTRODUCING APPROPRIATE COMPLEMENTARY FOODS AT THE RIGHT TIME, AND ENSURING APPROPRIATE CHILD SPACING THROUGH POSTPARTUM FAMILY PLANNING (FP) AND CONTINUATION OF MODERN FORMS OF CONTRACEPTION.THE SECOND, DESCRIBED HERE, IS USAID¿S NUTRITION INNOVATION LAB WHICH WILL BE A COMPANION AWARD TO THE COMMUNITY HEALTH AND NUTRITION ACTIVITY, TO LINK PROGRAM LEARNING WITH PROGRAM IMPLEMENTATION, AND TO IMPROVE THE LEVEL OF PUBLIC HEALTH NUTRITION ACADEMIC KNOWLEDGE IN JORDAN",5954585,1/30/20,7/30/26,NA,JORDAN,ASST_NON_72027820LA00003_7200,COOPERATIVE AGREEMENT (B)
U9JCYEXFEEU4,Y,TUSKEGEE UNIVERSITY,TUSKEGEE UNIVERSITY,TUSKEGEE UNIVERSITY,NA,TUSKEGEE INSTITUTE,AL,"THE PURPOSE OF THIS ACTIVITY IS TO STRENGTHEN AFU'S CAPACITY TO CONTRIBUTE TO NEPAL'S AGRICULTURAL DEVELOPMENT BY IMPROVING THE QUALITY OF AGRICULTURAL HIGHER EDUCATION, INCREASING AGRICULTURAL GRADUATES' EMPLOYABILITY, AND CONTRIBUTING TO RESEARCH AND EXTENSION ACTIVITIES THAT PLAY A CENTRAL ROLE IN NEPAL'S AGRICULTURAL AND ECONOMIC TRANSFORMATION.  IT IS ANTICIPATED THAT DIRECT WORK WITH AFU WILL IN TURN ALSO CREATE SYSTEM-LEVEL CHANGE IN THE OVERALL HIGHER EDUCATION SYSTEM IN NEPAL.",3415617,12/19/22,12/18/27,NA,NEPAL,ASST_NON_72036723CA00001_7200,COOPERATIVE AGREEMENT (B)
FTMTDMBR29C7,Y,THE JOHNS HOPKINS UNIVERSITY,"JOHNS HOPKINS UNIVERSITY, THE",THE JOHNS HOPKINS UNIVERSITY,FTMTDMBR29C7,BALTIMORE,MD,"THIS FIVE-YEAR COOPERATIVE AGREEMENT WILL ALLOW USAID/INDIA TO SUPPORT THE GOVERNMENT OF INDIA¿S GOAL OF AN AIDS-FREE GENERATION, THIS ACTIVITY WILL RAPIDLY DEMONSTRATE AND ASSESS NEW MODELS TO INCREASE ACCESSIBILITY, AVAILABILITY, AND DEMAND OF HIGH QUALITY, COMPREHENSIVE HIV PREVENTION, CARE AND TREATMENT SERVICES; WHILE STRENGTHENING SYSTEMS AND THE ENABLING ENVIRONMENT FOR KPS, ESPECIALLY HARD-TO-REACH KPS, THEIR PARTNERS, SPOUSES AND CHILDREN TO HAVE EQUITABLE ACCESS TO HIV/AIDS AND SOCIAL SERVICES.",39509965,4/2/19,12/31/26,NA,INDIA,ASST_NON_72038619CA00001_7200,COOPERATIVE AGREEMENT (B)
QDE5UHE5XD16,Y,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,M515A1DKXAN8,BLACKSBURG,VA,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO UTILIZE HIGHER EDUCATION INSTITUTIONS (HEIS) TO ENHANCE THE SYSTEMIC RESILIENCE OF INFRASTRUCTURE AGAINST DISASTER AND CLIMATE RISKS. THIS WILL BE ACHIEVED BY ESTABLISHING A NETWORK OF SELECTED HEIS FROM THE UNITED STATES AND INDIA, WORKING IN COLLABORATION WITH OTHER STAKEHOLDERS, TO ADDRESS GAPS IN INFRASTRUCTURE RESILIENCE EDUCATION, TRAINING, AND KNOWLEDGE MANAGEMENT. THE ACTIVITY AIMS TO STRENGTHEN THE CAPACITY OF STAKEHOLDERS AND FOSTER A HIGHER EDUCATION ECOSYSTEM FOCUSED ON INFRASTRUCTURE RESILIENCE.",1000000,5/1/24,4/30/29,NA,INDIA,ASST_NON_72038624CA00003_7200,COOPERATIVE AGREEMENT (B)
QDE5UHE5XD16,Y,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,QDE5UHE5XD16,BLACKSBURG,VA,FEED THE FUTURE BANGLADESH INTEGRATED PEST MANAGEMENT ACTIVITY (IPMA),4000000,7/25/21,7/24/25,NA,BANGLADESH,ASST_NON_72038821LA00001_7200,COOPERATIVE AGREEMENT (B)
LL8GLEVH6MG3,Y,UNIVERSITY OF UTAH,"UNIVERSITY OF UTAH, THE",UNIVERSITY OF UTAH,LL8GLEVH6MG3,SALT LAKE CITY,UT,HIGHER EDUCATION SYSTEM STRENGTHENING ACTIVITY (HESSA),18574472,8/11/21,8/10/26,NA,PAKISTAN,ASST_NON_72039121CA00001_7200,COOPERATIVE AGREEMENT (B)
YH86RTW2YVJ4,Y,TRUSTEES OF INDIANA UNIVERSITY,TRUSTEES OF INDIANA UNIVERSITY,TRUSTEES OF INDIANA UNIVERSITY,YH86RTW2YVJ4,BLOOMINGTON,IN,PARTNERSHIP FOR HIGHER EDUCATION REFORM AIMS TO SUPPORT THREE VIETNAM NATIONAL UNIVERSITIES.,8480181,8/2/21,8/1/26,NA,VIETNAM,ASST_NON_72044021CA00003_7200,COOPERATIVE AGREEMENT (B)
GS3YEVSS12N6,Y,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE","REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",STATE OF CALIFORNIA CONTROLLERS OFFICE,NUDGYLBB4S99,BERKELEY,CA,"THE PURPOSE OF USAID DIGITAL FUTURE CAMBODIA IS TO CREATE A COHORT OF CAMBODIAN YOUTH WITH ENTERPRISE-DRIVEN SKILLS, TRAINING, AND QUALIFICATIONS THAT WILL HELP THEM CONTRIBUTE TO CAMBODIAN SOCIETY AND SUCCEED IN A MODERN DIGITAL ECONOMY, AND SUPPORT AN OPEN INTERNET AND FREEDOM OF INFORMATION EXCHANGE IN ORDER TO ENCOURAGE COMPETITION, INNOVATION, AND PROMOTE INTERNATIONAL STANDARDS FOR IT CERTIFICATION IN ORDER TO ADVANCE CAMBODIA'S SELF-RELIANCE IN THE DIGITAL AGE.",14514379,9/24/21,9/23/26,NA,CAMBODIA,ASST_NON_72044221CA00001_7200,COOPERATIVE AGREEMENT (B)
CJDNG9D14MW7,Y,UNIVERSITY OF RHODE ISLAND,UNIVERSITY OF RHODE ISLAND,UNIVERSITY OF RHODE ISLAND,NFS9RNJVPMC7,KINGSTON,RI,FISH RIGHT,32948716,3/30/18,12/31/25,NA,PHILIPPINES,ASST_NON_72049218CA00004_7200,COOPERATIVE AGREEMENT (B)
CJDNG9D14MW7,Y,UNIVERSITY OF RHODE ISLAND,UNIVERSITY OF RHODE ISLAND,UNIVERSITY OF RHODE ISLAND,NFS9RNJVPMC7,KINGSTON,RI,"THIS FIVE-YEAR ACTIVITY IN THE PACIFIC REGION SEEKS TO ADDRESS THE DRIVERS OF ILLEGAL, UNREPORTED, AND UNREGULATED (IUU) FISHING THAT ARE DEGRADING COASTAL FISHERIES AND BIODIVERSITY AND NEGATIVELY IMPACTING LOCAL LIVELIHOODS, FOOD STABILITY, AND MARITIME SECURITY. WHILE THE PRIMARY FOCUS IS ON COASTAL FISHERIES, THIS ACTIVITY CONSIDERS THE ECOLOGICAL CONNECTION OF COASTAL AND OCEANIC FISHERIES AND THUS SEEKS SOLUTIONS TO CHALLENGES OF IUU FISHING ACROSS THE PACIFIC.",8691225,10/4/21,10/3/26,NA,FIJI,ASST_NON_72049221CA00003_7200,COOPERATIVE AGREEMENT (B)
NTLHJXM55KZ6,Y,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,HX59VKHQH1V7,TEMPE,AZ,THE PURPOSE OF THE HEPI PROGRAM IS TO DEVELOP A SUSTAINABLE PARTNERSHIP BETWEEN U.S. AND INDONESIAN HIGHER EDUCATION INSTITUTIONS AS WELL AS THE PRIVATE SECTOR TO ENHANCE STUDENT CRITICAL SKILLS AND COMPETENCIES THROUGH HIGH QUALITY INTERNATIONALLY RECOGNIZED DEGREES AND INDUSTRY CREDENTIALS.,4633644,2/24/22,2/23/27,NA,INDONESIA,ASST_NON_72049722CA00003_7200,COOPERATIVE AGREEMENT (B)
NTLHJXM55KZ6,Y,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,HX59VKHQH1V7,TEMPE,AZ,"THE GBV PREVENTION, PROTECTION AND ACCOUNTABILITY IN EL SALVADOR ACTIVITY WILL AIM TO PROMOTE IMPROVEMENTS IN PREVENTION OF GBV, VICTIMS' ASSISTANCE, AND JUDICIAL ACCOUNTABILITY FOR PERPETRATORS.",24733610,10/3/22,10/2/27,NA,EL SALVADOR,ASST_NON_72051922CA00002_7200,COOPERATIVE AGREEMENT (B)
CFMMM5JM7HJ9,Y,KANSAS STATE UNIVERSITY,KANSAS STATE UNIVERSITY,KANSAS STATE UNIVERSITY,NA,MANHATTAN,KS,FTF SCALING AGRICULTURE TECHNOLOGIES COORDINATION ACTIVITY,2400000,1/16/24,1/15/29,NA,GUATEMALA,ASST_NON_72052024LA00001_7200,COOPERATIVE AGREEMENT (B)
CFMMM5JM7HJ9,Y,KANSAS STATE UNIVERSITY,KANSAS STATE UNIVERSITY,KANSAS STATE UNIVERSITY,NJN6EFNKVKT4,MANHATTAN,KS,"THIS ACTIVITY AIMS TO BUILD INSTITUTIONAL AND HUMAN CAPACITY SO THAT HAITI IS ABLE TO IDENTIFY AND SEEK THE SOLUTIONS TO ITS AGRICULTURAL PROBLEMS IN PARTNERSHIP WITH U.S. UNIVERSITIES. BY FOCUSING ON HAITIAN INSTITUTIONS, THIS ACTIVITY WILL PROVIDE GREATLY NEEDED ASSISTANCE TO A CONSORTIUM OF UNIVERSITIES AND RESEARCH INSTITUTIONS TO DEVELOP A NETWORK OF MUTUAL SUPPORT AND EXCHANGE. THE LEAD U.S. UNIVERSITY, KANSAS STATE UNIVERSITY, LEADING THE SUSTAINABLE INTENSIFICATION FEED THE FUTURE INNOVATION LAB (SI FTF-IL), WILL WORK WITH THE HAITIAN INSTITUTIONS TO DEVELOP A SIMPLE FIVE-YEAR PLAN THROUGH IN-DEPTH DISCUSSIONS WITH PUBLIC AND PRIVATE SECTOR STAKEHOLDERS ON PRIORITIES, OPPORTUNITIES, AND COMMITMENTS. THIS PLAN WOULD INCLUDE A RANGE OF ACTIVITIES TO SUPPORT SUCH EFFORTS AS: 1) INCREASING INSTITUTIONAL AND HUMAN CAPACITY THAT BETTER MEET THE DEMANDS OF THE AGRICULTURAL ECONOMY, 2) DEVELOPING REVENUE-GENERATING SERVICES TO PROVIDE TO THE REGION, AND 3) IMPROVING LINKAGES BETWEEN UNIVERSITIES, EXTENSIONISTS (PUBLIC AND PRIVATE), PRIVATE SECTOR, AND FARMERS. THE GOAL IS TO DEVELOP AN EASY-TO-FOLLOW AND REALISTIC PLAN THAT FOCUSES ON BETTER CONNECTING UNIVERSITIES TO FARMERS AND FARMS AND TRAINING INDIVIDUALS WHO WILL WORK IN THE SECTOR. ALL PLANS WILL INCLUDE ACTIVITIES AND RATIONALE, TIMELINE, BUDGET, AND A SUSTAINABILITY PLAN.",10007112,9/30/21,9/29/26,NA,HAITI,ASST_NON_72052121LA00001_7200,COOPERATIVE AGREEMENT (B)
NNFQH1JAPEP3,Y,UNIVERSITY OF FLORIDA,UNIVERSITY OF FLORIDA,BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA,D4GCCCMXR1H3,GAINESVILLE,FL,"THE PURPOSE OF THE HAITI LIVESTOCK INNOVATION ACTIVITY ENTITLED SYSTÈME D'INNOVATION EN PRODUCTION ANIMALE (SIPA) IS TO INCREASE THE LONG-TERM PRODUCTIVITY AND RESILIENCE OF THE LIVESTOCK SECTOR IN HAITI, PARTICULARLY TWO RESILIENCE FOCUS ZONES (RFZ). ONE RFZ IN THE SOUTHERN REGION AND THE OTHER IN THE NORTH-NORTH-EAST-CENTRAL PLATEAU REGION. THE ACTIVITY WILL TAKE INTO CONSIDERATION THE UNIQUE PRODUCTION ENVIRONMENTS, PRIORITY ANIMALS, POTENTIAL FOR IMPROVEMENT, AND EXISTING RESOURCES.   SIPA AIMS TO IMPROVE THE PRODUCTIVITY OF LIVESTOCK IN THE RFZS BY SEEKING LOCALIZED SOLUTIONS FOR ANIMAL NUTRITION AND DEVELOPING A LONG-TERM STRATEGY TO IMPROVE THE GENETIC STOCK OF PRIORITY ANIMALS SUCH AS GOATS AND CATTLE. ALSO, THIS ACTIVITY WILL WORK IN CONJUNCTION WITH THE LIVESTOCK MARKET SYSTEMS (LMS) ACTIVITY TO INFORM AND COMPLEMENT ITS WORK AS IT IS ALSO FOCUSED ON INCREASING THE PRODUCTIVITY AND SALES OF KEY LIVESTOCK FROM A MARKET SYSTEMS APPROACH. THERE WILL BE OPPORTUNITIES TO APPLY AND DISSEMINATE FINDINGS FROM THIS RESEARCH ACTIVITY THROUGH THE LMS TO INDIVIDUALS AND BUSINESSES. IN ADDITION, THIS ACTIVITY WILL ALSO PARTNER WITH LOCAL PARTNER UNIVERSITIES IN COORDINATION WITH THE HAITI UNIVERSITY PARTNERSHIPS (HUP) ACTIVITY. HUP WILL BUILD THE INSTITUTIONAL CAPACITY OF LOCAL AGRICULTURE UNIVERSITIES AND THIS ACTIVITY WILL PARTNER WITH THEM TO CONDUCT RESEARCH, DISSEMINATE FINDINGS, AND POTENTIALLY ESTABLISH REVENUE GENERATING ACTIVITIES IN THE SECTOR.   THE PROJECT GOALS WILL BE ACHIEVED THROUGH THE FOLLOWING RESEARCH OBJECTIVES:   IMPROVE THE GENETIC PROFILE OF KEY LIVESTOCK SPECIES (SMALL RUMINANTS, DAIRY AND BEEF CATTLE) THROUGH BREEDING AND DISSEMINATION OF QUALITY GENETIC STOCK IN HAITI. INCREASE THE PERFORMANCE OF LIVESTOCK THROUGH TRANSFORMATIVE FORAGE AND FEED INTERVENTIONS. BUILD THE ACADEMIC, VOCATIONAL AND RESEARCH CAPACITY OF KEY LOCAL UNIVERSITIES AND SUPPORT DISSEMINATION OF THESE NEW RESEARCH FINDINGS.",2000000,5/23/23,5/22/28,NA,HAITI,ASST_NON_72052123LA00002_7200,COOPERATIVE AGREEMENT (B)
TSANQ65M3FA8,Y,NORTH CAROLINA STATE UNIVERSITY,NORTH CAROLINA STATE UNIVERSITY,NA,NA,RALEIGH,NC,THE PURPOSE OF THIS ACTIVITY IS TO CREATE AN ECOSYSTEM FOR TRAINING AND EDUCATION IN TEXTILES IN HONDURAS THAT IS SUSTAINABLE AND REPLICABLE IN OTHER COUNTRIES IN NORTHERN CENTRAL AMERICA,2000000,7/24/23,7/23/25,NA,HONDURAS,ASST_NON_72052223FA00002_7200,COOPERATIVE AGREEMENT (B)
